userid,username,headline,skill
8100,Guadalupe Mccranie,"Full Time Hospice Registered Nurse Job in GrRapids
","Design Patterns,Recruiter,MVC,Artificial Intelligence,C"
8101,Nina Schoell,"Full Time Hospice Registered Nurse Job in GrRapids
","reports,User Interface,Computer Science,Recruiter,SAS,intense curiosity,Quality,Informatica Admin,Access,Manager,SDLC,INTERNAL CONTROL,Solr"
8102,Sharell Derubeis,"Food Service Worker - Middle Tennessee St. Univ. Job in Murfreesboro
","manage,Flask,Recruiter,develop,Soap"
8103,Dan Goodman,"Food Service Worker - Middle Tennessee St. Univ. Job in Murfreesboro
","Windows 7,SAS,Financial Services,TDD"
8104,Cesar Guerra-Salcedo,"Food Service Worker - Middle Tennessee St. Univ. Job in Murfreesboro
","Consumer Electronics Devices,FINANCE,Supply Chain,Informatica Admin,Mainframe,Angular2,Wireless Communication,CUSTOMER SUPPORT"
8105,Chongxuan Li,"Food Service Worker - Middle Tennessee St. Univ. Job in Murfreesboro
","Storage Devices,biotech,HTTP"
8106,Dodie Conn,"Food Service Worker - Middle Tennessee St. Univ. Job in Murfreesboro
","SSL,XML,Accounting,Adobe,3D,IIS,PHP,CISA,Python,catalogs,AI"
8107,Wilford Pernell,"Food Service Worker - Middle Tennessee St. Univ. Job in Murfreesboro
","Best Practices,Map Reduce,Machine Learning,Architect,SQL Reporting Services Suite,Engineer,CONTROL,develop,Communication,Cisco UCS"
8108,Janis Castelhano,"Food Service Worker - Middle Tennessee St. Univ. Job in Murfreesboro
","catalogs,General Ledger,Compiler Design,Audacity,IAM,Contract Independent,CENTOS,XML,Network Engineering"
8109,Christy Zukowsky,"Software Security Engineer Job in Redlands
","Architecture,MAVEN,Go,Prime Video views,OpenStack,Wireless Communication,Buying,IP Video Delivery,QA,Manager"
8110,Bruce Gray,"Software Security Engineer Job in Redlands
","Audacity,Consulting,Network Engineer,Microsoft Office,Windows 7"
8111,Linn Bottin,"Clinical Documentation Improvement Manager Job in Saint Louis
","pharma,HTTP,Scripting knowledge,Scrum,Optimization,Process Engineering"
8112,Dusty Motte,"Clinical Documentation Improvement Manager Job in Saint Louis
","J2EE,MS Excel,Database Management,Xcode,UNIX/AIX,CONTINUOUS INTEGRATION,Consulting,Modeling,especially C/C++"
8113,Florinda Fraine,"Clinical Documentation Improvement Manager Job in Saint Louis
","HTTP,Go,Cobol,CISSP,Program Manager,Applications,Consumer Electronics Devices,Gnuplot,data extraction,Linux System Admin,Java Java EE,Web"
8114,Van Harbison,"Clinical Documentation Improvement Manager Job in Saint Louis
","HTTP,Rest,InformationSecurity,ASP"
8115,Steven Hottinger,"Clinical Documentation Improvement Manager Job in Saint Louis
","BASH,Visual Studio,Cognos,data driven development,Management,VNF Manager,Process Engineering,MS Project Stadard"
8116,R. Carmona,"Clinical Documentation Improvement Manager Job in Saint Louis
","System Testing,architectural design patterns,Compiler Design,AP,Risk Management"
8117,Thresa Manteca,"Clinical Documentation Improvement Manager Job in Saint Louis
","Project Manager,UX,JSF,Octave,manage,ADABAS,MS Excel,Sales,Unix Systems Programming,Operations,Signals,Europe Asia.,Customer Service,TFS,Websites"
8118,Gisele Chesebro,"Website Project Manager Job in San Jose
","Julia,TAD PGS,EIT,Windows,Data Architecture,Mainframe,ADA,MIS a related IT field,build processes"
8119,Reva Liberti,"Website Project Manager Job in San Jose
","business inteligence,Metrics,Audacity,Tester,applications development,Flask"
8120,Wan Thaller,"Migration Project Manager Job in Cleveland
","HDFS,Networking,Tableau,Cognos"
8121,Moshe Butman,"Migration Project Manager Job in Cleveland
","Informatica Admin,QA,Stored Procedures,Operations,MapsAPI,Applications,Security Risk Management,Change Management,User Interface,C++,pharma,CONTROL"
8122,Ivy Hancin,"Migration Project Manager Job in Cleveland
","Analytical Skills,Mortgage/Equiting Lending,Release,Browzwear"
8123,Lilla Bracht,"Migration Project Manager Job in Cleveland
","Business Analytics,Spring"
8124,Marylynn Newbrough,"HR Specialist Job in Southlake
","Architect,Avamar,Hon Java Developer,Business Analytics,Wireless,Application,Database Management,Programming"
8125,James A. Simmons,"HR Specialist Job in Southlake
","Regulated Environment,Director of IS,develop,data driven development"
8126,Kenton Tacderan,"HR Specialist Job in Southlake
","3D,Desktop,OpenCV,Hibernate,MAVEN,TDD,System Software,ARM,Asset Management,PowerPoint,CISSP,Test"
8127,Paul Cuddihee,"HR Specialist Job in Southlake
","Audacity,Adobe,Digital Design,Financial Services"
8128,Von Ehsan,"Full-Time Legal Secretary Job in Las Vegas
","Visual Basic,Prime Music streams,CONTROL"
8129,Vanda Rancourt,"Student Worker - UC Chick-Fil-A Job in Cincinnati
","Computer Networks,ARM,R,Performance,Scripts"
8130,Dallas Thran,"Student Worker - UC Chick-Fil-A Job in Cincinnati
","Linux System Admin,Computer vision,Generic Programming,data extraction,OOD,Quality,Unity"
8131,Christen Deford,"Student Worker - UC Chick-Fil-A Job in Cincinnati
","CUSTOMER SUPPORT,Telecommunications,Oracle R12 E-Business,manage,Contract Independent,Computer Organisation,Project Management,GIT,BW reporting,Business Requirements,Software"
8132,Providencia Hurl,"Student Worker - UC Chick-Fil-A Job in Cincinnati
","SYSTEM ENGINEER,Hadoop,Critical Thinking,AME,Analyst,SAP ERP,Data Analysis,Bootstrap,Scrum,firmware,Agile"
8133,Kenisha Dematos,"Student Worker - UC Chick-Fil-A Job in Cincinnati
","Contract W2,Management,VMAX"
8134,Johnna Reopell,"Student Worker - UC Chick-Fil-A Job in Cincinnati
","Hon Java Developer,Azure,General Ledger,SDLC,Protocol,test design,Customer Service"
8135,Marcellus Kroemer,"Student Worker - UC Chick-Fil-A Job in Cincinnati
","SAP ERP,Systems,Multithreading,Design Patterns,Cognos,Telecom"
8136,Thersa Stagger,"Private Equity Accountant Job in Boston
","MS Project Stadard,AP Technical Lead"
8137,Shela Pimentel,"Student at University of Delaware, United States of America

","R,Azure,Telecom,Architect,Struts,COMPLIANCE,biotech,JavaScript,R,Project,Analytical Skills,OSS,Algorithms"
8138,Thad Olejarz,"Student at University of Delaware, United States of America

","TDD,selenium testing automation,JSON"
8139,Tennie Bynun,"Student at University of Delaware, United States of America

","ALM,OS x"
8140,Guenther Zeck,"Student at University of Delaware, United States of America

","SciLab,Web,Hive,Database Administration,Spring,,Julia,Express,Internet Of Things,Project Manager,DB2,Network Engineer,MS Project Stadard,Research,Telecom"
8141,Maurita Basich,"Student at University of Delaware, United States of America

","Programming,Wireless,data analysts,TCP/IP,Design Patterns,System Engineering"
8142,Madie Caneza,"Student at University of Delaware, United States of America

","Consulting,MACOSX,Visual Studio,Internet Of Things,Audacity,Django,See job description,Tensorflow"
8143,Zenobia Dawdy,"Technical Project Manager Job in Dallas
","JSF,Retail,NoSQL,Security,Modeling,Programming,CONTROL,Web Developer,intense curiosity,DNS,CISM,Communication,SARBANES,Database Administration"
8144,Lauralee Barbin,"Technical Project Manager Job in Dallas
","Bootstrap,shopping carts,HTTP,Quality Center,Database,Data Architecture,Modeling,catalogs,Metrics,CASE,Optimization,TFS,Matlab,Algorithms,Project"
8145,Tessie Nam,"Certified Nursing Assistant CNA Job in Austin
","MVC,Application Development"
8146,Wes Lagrow,"Certified Nursing Assistant CNA Job in Austin
","IT,HANA,DNS,Accounting,Apache,Accounting"
8147,Joella Duthie,"Certified Nursing Assistant CNA Job in Austin
","visualization SQL,HDFS,F#,Microsoft Access,APL,Business Requirements,Full Time,Foundation,SARBANES,manage,AP Technical Lead,Middleware,Design Patterns"
8148,Thalia Nazzaro,"Certified Nursing Assistant CNA Job in Austin
","Selenium,BANKING,BASIC,Data Mining,Agile,Mainframe,Unix,DynamoDB,Express,Systems"
8149,Reyna Kotcher,"Care Coordinator Job in White Bear Lake
","Data Analysis,Mobile,System Software,Mobile,AUDIT,Sales Engineer,AML,Database Administration,Business Analytics,SSL,SciLab,Chef"
8150,Jiwoon Jeon,"Care Coordinator Job in White Bear Lake
","SalesForce,Stored Procedures,Angular.JS,SAS,Video,Database,Hibernate,Perl,Tensorflow,problem solving,RHEL,Soap,Optimization"
8151,Yvone Luensmann,"Care Coordinator Job in White Bear Lake
","Business Intelligence,Network Engineering,Agile,SYSTEM ENGINEER,manage,JSON,Linux System Admin"
8152,Emmitt Dumes,"Care Coordinator Job in White Bear Lake
","DL4J,fashion,SciLab,Web Server,Matlab"
8153,Tyler Hornbrook,"Care Coordinator Job in White Bear Lake
","SaaS solution Coupa,Computer vision,Angular.JS,firmware,Load/Performance Testing,Engineer"
8154,Manuel F. Fern?ndez,"Call Center Representative - Competitive Pay Job in Concord
","Prime Music streams,VB Script,.NET C#,data analysts,fashion,Python,IAM,Lifecycle,Processor Design,Drug Development,digital analytics,Regulated Environment"
8155,Reyna Lan,"Call Center Representative - Competitive Pay Job in Concord
","Hive,Photoshop,Video,Prime Video views,C#,Infrastructure,VMAX,Infrastructure,NoSQL,Contract Corp-To-Corp,TAD PGS,Critical Thinking"
8156,Randi Leibee,"Call Center Representative - Competitive Pay Job in Concord
","Optimization,Software,OIM,Visual Studio,Performace Management,AUDIT,JSP,OpenCV,pharma"
8157,Pavel P. Kuksa,"Call Center Representative - Competitive Pay Job in Concord
","Release,DNS,GIT"
8158,Ariel Kleiner,"Senior Tech Project Mgmt Job in El Segundo
","movies,Construction,CONTINUOUS INTEGRATION,movies,Construction,Regulated Environment,AR,Tableau,Protocol Management"
8159,Sungeun Kim,"Senior Tech Project Mgmt Job in El Segundo
","SQL,Database,build,Foundation"
8160,Alphonso Mcsorley,"SharePoint Developer / Administrator Job in Dallas
","Software Engineer,JavaScript,Workflow,Informatica Admin,PCI,Critical Thinking"
8161,Angelo Arleo,"SharePoint Developer / Administrator Job in Dallas
","firmware,Retail,data driven development,SAP ERP,OOP,CSS3,Tester,Scripts,Data Mining,Libraries,Django,Protocols,MAVEN,data extraction"
8162,Nicholas J. Adams,"SharePoint Developer / Administrator Job in Dallas
","Primavera 6.0,Rational,Database,APL,OpenCV"
8163,Hiroshi Sawada,"SharePoint Developer / Administrator Job in Dallas
","Brocade,manage"
8164,Pat Kraemer,"SharePoint Developer / Administrator Job in Dallas
","Cobol,API,Octave,EIT,Web services,Mobile,Tester,REST API,Audacity,intense curiosity,Apache,Linux,NLP,Regulated Environment"
8165,Allen Dimicco,"SharePoint Developer / Administrator Job in Dallas
","AI,Sales Engineer,TCP/IP,MS Project Stadard,Software,Telecom,Analysis,Apache"
8166,Danilo Howarth,"SharePoint Developer / Administrator Job in Dallas
","Engineer,SQL Reporting Services Suite,CISM,Hon Java Developer,Analytical,Hardware,incident response,GIT,biotech,AR,Scheduling,AML,PyTorch,Unix Systems Programming,APL"
8167,Jos? Miguel Hern?ndez-Lobato,"Entry Level Plan Consultant Job in Dallas
","Fortran,Regulated Environment,biotech"
8168,Danuta Stropus,"Entry Level Plan Consultant Job in Dallas
","LabVIEW,MIS a related IT field,.NET"
8169,Shawna Cullison,"Entry Level Plan Consultant Job in Dallas
","Visual Studio,PyTorch,Map Reduce,System Engineering,ASP.NET,Network Engineer,Full Time,Spring,Angular"
8170,Genevieve Eakle,"Entry Level Plan Consultant Job in Dallas
","selenium testing automation,OOP,Java,VNF Manager,ARM,Rest,FPGA,Infrastructure,Android,Communication,Testing"
8171,Douglass Wung,"Entry Level Plan Consultant Job in Dallas
","Signals,Retail,Engineer,ARM"
8172,Lesli Gazaway,"CDL A Drivers / Dockworkers Job in Columbus
","FIX.FAST,Change Management,SalesForce,OIM,architectural design patterns,Regulated Environment,Algorithms,Machine Learning,mobile device"
8173,Leila Kenneally,"Pediatric Occupational Therapist
","QA Tester,Best Practices,network monitoring,Video,GIT,Cryptocurrency,Video,Development Manager,PowerPoint,React,InformationSecurity,IP Video Delivery"
8174,Allan Jessie,"Physical Therapist - Home Care Job in Indianapolis
","MIS a related IT field,DynamoDB,Quality,MapsAPI,AP,Telecommunications"
8175,Cora Rotkovecz,"Physical Therapist - Home Care Job in Indianapolis
","develop,SAP APO,Protocol Management,Unity,Engineering,Customer Service,Brocade,QA Tester,VB Script,QA Tester,Ruby,Node.js,Outlook,System Testing"
8176,Iliana Costigan,"Physical Therapist - Home Care Job in Indianapolis
","Web services,Solaris,VBA,BANKING,Data Structures"
8177,Jeramy Phinney,"Physical Therapist - Home Care Job in Indianapolis
","Struts,Selenium,Java Java EE,Networking,3D,Content Delivery Networks,UX,Sybase,WCF,VMware,HTTP,Angular.JS,Business Requirements,Consumer Electronics Devices"
8178,Drusilla Uyetake,"Physical Therapist - Home Care Job in Indianapolis
","BUILD RELEASE ENGINEER,WebLogic,Mobile,catalogs,System Engineering"
8179,Teressa Cutt,"Personal Care Attendant Job in Randlett
","DB2,iOS,Spring,develop,Metrics,Data Mining,Hibernate,Angular JS,C/C++"
8180,Kenton Muhlhauser,"Personal Care Attendant Job in Randlett
","Flask,UX,ADABAS,Database Administration,Scientific Software,VNF Manager,Angular.JS,ICMP,Telecom,BW reporting,Release,Computer Science,Multithreading"
8181,Mary Begor,"Personal Care Attendant Job in Randlett
","Data Analytics,Quality Center,BASH,Java C/C++,preferably with Scala,FPGA,Soap,Analytical,Network Engineering"
8182,Min Xu,"Personal Care Attendant Job in Randlett
","Processor Design,Design,Web Design,Scheduling,Switches,MS Office"
8183,Luca Dall'asta,"Quality Inspector Job in Cleveland
","movies,Analyst,Photoshop"
8184,Ali Jalali,"Quality Inspector Job in Cleveland
","System Software,Digital Design,deployment,Redshift"
8185,Cheri Hamblen,"Quality Inspector Job in Cleveland
","WebSphere,Middleware,MS Project Stadard,Networking,build processes,concepts,SOX"
8186,Aurelio Bearup,"Quality Inspector Job in Cleveland
","MongoDB,build,CENTOS,Angular.JS,CSS3,JQuery,Octave"
8187,Leatrice Mcdaneld,"Quality Inspector Job in Cleveland
","Oracle R12 E-Business,data extraction,DL4J,synthesis modeling,Computer Organisation,FINANCE"
8188,Dong Freedland,"Quality Inspector Job in Cleveland
","TDD,Data Mining,Neural Networks,Soap,DB2"
8189,Kyla Extine,"Catalyst Technician I Job in Deer Park
","mobile device,CUSTOMER SUPPORT,Hibernate,SOX,WCF,RESTful web services,MS Office,Microsoft Word,Android Studio,CONTINUOUS INTEGRATION,IBM,Computer Networks,Apache,Tensorflow"
8190,Jesenia Krull,"Catalyst Technician I Job in Deer Park
","business inteligence,JQuery,Unix,Generic Programming,NoSQL,Info Sec,Data Mining,OIM"
8191,Graig Viste,"Catalyst Technician I Job in Deer Park
","CISSP,concepts"
8192,Risa Malit,"Network Administrator/Systems Operations Job in Santa Barbara
","CRM,Theory of Computation,Audacity,Angular,Process Engineering,NoSQL,Matlab,Big Data,Scrum,UNIX/AIX,Applications,WebSphere"
8193,Matthias Hein,"Network Administrator/Systems Operations Job in Santa Barbara
","HTTP,MVC,Redshift,Project Management"
8194,Ernesto Ellerman,"Network Administrator/Systems Operations Job in Santa Barbara
","reporting,SHELL,Metrics,WCF,network monitoring,Kinesis,AML,Lifecycle,Informatica Admin,QA Tester,OSS,Development Manager,VB,Java"
8195,Rowena Prellwitz,"Network Administrator/Systems Operations Job in Santa Barbara
","Wireless Communication,Agile,Angular JS"
8196,Micheal Nickey,"Maintenance Technician Job in East Stroudsburg
","ASP,Application,especially C/C++,Telecom,Sybase,Processor Design"
8197,Terrence Eckardt,"Residential Lawn Specialist -  Job in Macon
","Programmer,SHELL,Oracle,VB Script"
8198,Margit Herwood,"Residential Lawn Specialist -  Job in Macon
","SOX,Best Practices,especially C/C++,mobile device,Bash shell scripting,Perl,data extraction,Express,HTML5,C"
8199,Mittie Zanola,"Residential Lawn Specialist -  Job in Macon
","Matlab,Avamar,Director of IS,NLP,SDLC,Business Analyst"
8200,Miquel Towry,"Residential Lawn Specialist -  Job in Macon
","Spring,VB Script,Telecom,Digital Design,TAD PGS,Protocol,Sales Engineer,LabVIEW,J2EE,CUSTOMER SUPPORT,System Testing,Protocol,Computer,User Interface,Hon Java Developer"
8201,Mahalia Stocki,"Residential Lawn Specialist -  Job in Macon
","business development,OpenCV,Storage Devices,Microsoft Access,SAP ECC"
8202,Donald Goldfarb,"Residential Lawn Specialist -  Job in Macon
","C C++,AngularJS,Protocols,Wireless Communication"
8203,Ocie Kvilhaug,"Residential Lawn Specialist -  Job in Macon
","MIS a related IT field,payment gateways,Adobe,DL4J,Computer vision"
8204,Arnoldo Bussa,"Body Shop Collision Technician Job in Bradenton
","build,PMP,ADABAS,OSS,Risk Management,Prime Video views,Computer Science,Sales,Project coordinator,Lawson Supply Chain,Tableau,Programming,SAS"
8205,Priscila Penovich,"Body Shop Collision Technician Job in Bradenton
","C C++,VBA,Gnuplot,Content Delivery Networks,develop"
8206,Florencia Jones,"Body Shop Collision Technician Job in Bradenton
","iOS,Cryptocurrency,Design"
8207,Morris Beyah,"Body Shop Collision Technician Job in Bradenton
","XML/XSL,C#,Spring,NLP,Adobe Creative Cloud,VMAX,SaaS solution Coupa,Map Reduce,fashion,IIS,Java Architect,Design Patterns,Tester,Buying,SaaS solution Coupa"
8208,Arminda Kandarian,"Body Shop Collision Technician Job in Bradenton
","Middleware,Rust,Angular JS,SARBANES,BASIC,business inteligence,Quality Assurance,Development Manager,business inteligence,IAM"
8209,Latonia Nieminen,"Body Shop Collision Technician Job in Bradenton
","Primavera 6.0,Project,Software,3D,PHP,NLP,Excel,CSS3,AP Technical Lead,File Systems,Analyst,CONTROL,BASIC"
